,epoch,steps,name,nalu,dist,param,extp,seed,op,trainloss,loss,reinits,exp
278,99,64000,nalu_simple_func,nalu__paperv,normal,"(-3, 3)","(3, 4)",106,sub,1.25866E+01,8.09951E+01,3,int
279,99,64000,nalu_simple_func,nalu__paperv,normal,"(-3, 3)","(3, 4)",105,mul,8.93769E+02,2.28102E+03,3,int
280,99,64000,nalu_simple_func,nalu__paperv,normal,"(-3, 3)","(3, 4)",107,add,3.25285E+01,3.31744E+01,1,int
281,99,64000,nalu_simple_func,nalu__paperm,uniform,"(-3, 3)","(-5, -3)",109,add,2.18008E+02,1.91536E+02,3,int
282,99,64000,nalu_simple_func,nalui2,normal,"(-3, 3)","(3, 4)",102,mul,3.11365E-11,3.85272E-11,0,int
283,99,64000,nalu_simple_func,nalui1,uniform,"(-3, 3)","(-5, -3)",108,sub,1.61561E-12,1.88872E-12,0,int
284,99,64000,nalu_simple_func,nalui2,uniform,"(-3, 3)","(-5, -3)",106,div,6.59586E+02,4.88234E+04,9,int
285,99,64000,nalu_simple_func,nalui2,normal,"(-3, 3)","(3, 4)",100,add,5.67221E-01,7.82693E-01,0,int
286,99,64000,nalu_simple_func,nalu__paperm,uniform,"(-3, 3)","(-5, -3)",104,add,1.65565E+02,1.58635E+09,1,int
287,99,64000,nalu_simple_func,nalu__paperm,normal,"(-3, 3)","(3, 4)",106,sub,1.93668E+01,1.68100E+07,1,int
288,99,64000,nalu_simple_func,nalui1,uniform,"(-3, 3)","(-5, -3)",100,add,2.33062E-12,1.95985E-12,0,int
289,99,64000,nalu_simple_func,nalui2,uniform,"(-3, 3)","(-5, -3)",100,div,3.21473E+01,3.07191E+04,9,int
290,99,64000,nalu_simple_func,nalu__paperv,normal,"(-3, 3)","(3, 4)",107,mul,9.76251E+02,7.96040E+02,1,int
291,99,64000,nalu_simple_func,nalu__paperm,uniform,"(-3, 3)","(-5, -3)",109,div,7.71407E+02,3.65451E+05,3,int
292,99,64000,nalu_simple_func,nalu__paperv,uniform,"(-3, 3)","(-5, -3)",107,sub,2.81609E+05,2.97133E+15,8,int
293,99,64000,nalu_simple_func,nalu__paperv,normal,"(-3, 3)","(3, 4)",100,sub,6.71079E+00,2.77354E+01,2,int
294,99,64000,nalu_simple_func,nalui1,normal,"(-3, 3)","(3, 4)",102,mul,6.40230E-11,6.23350E-11,0,int
295,99,64000,nalu_simple_func,nalui2,uniform,"(-3, 3)","(-5, -3)",109,div,1.28054E+02,1.22243E+05,9,int
296,99,64000,nalu_simple_func,nalui1,normal,"(-3, 3)","(3, 4)",103,add,5.93903E-13,4.62021E-13,0,int
297,99,64000,nalu_simple_func,nalu__paperv,normal,"(-3, 3)","(3, 4)",100,mul,5.32530E+02,7.97612E+02,2,int
298,99,64000,nalu_simple_func,nalu__paperv,uniform,"(-3, 3)","(-5, -3)",105,add,2.00836E+02,8.12925E+11,4,int
299,99,64000,nalu_simple_func,nalui2,normal,"(-3, 3)","(3, 4)",103,mul,5.89277E-11,3.51003E-11,0,int
300,99,64000,nalu_simple_func,nalui2,normal,"(-3, 3)","(3, 4)",108,div,2.35356E+03,1.14118E+05,9,int
301,99,64000,nalu_simple_func,nalu__paperv,uniform,"(-3, 3)","(-5, -3)",108,div,7.35254E+01,8.10569E+05,6,int
302,99,64000,nalu_simple_func,nalui2,uniform,"(-3, 3)","(-5, -3)",101,sub,2.05175E-12,1.74991E-12,0,int
303,99,64000,nalu_simple_func,nalu__paperm,uniform,"(-3, 3)","(-5, -3)",105,div,9.81664E+01,1.03770E+05,6,int
304,99,64000,nalu_simple_func,nalui1,uniform,"(-3, 3)","(-5, -3)",101,add,1.87215E-12,1.58462E-12,0,int
305,99,64000,nalu_simple_func,nalu__paperm,uniform,"(-3, 3)","(-5, -3)",105,mul,1.13934E+04,9.96682E+03,9,int
306,99,64000,nalu_simple_func,nalu__paperv,normal,"(-3, 3)","(3, 4)",106,div,2.06739E+04,1.80059E+05,3,int
307,99,64000,nalu_simple_func,nalu__paperv,normal,"(-3, 3)","(3, 4)",100,add,2.50740E+01,3.76989E+01,2,int
308,99,64000,nalu_simple_func,nalu__paperv,uniform,"(-3, 3)","(-5, -3)",108,add,3.67009E+04,3.81567E+11,9,int
309,99,64000,nalu_simple_func,nalu__paperv,normal,"(-3, 3)","(3, 4)",104,div,1.88931E+01,1.12033E+05,2,int
310,99,64000,nalu_simple_func,nalui2,uniform,"(-3, 3)","(-5, -3)",104,mul,5.17691E-10,5.44859E-10,0,int
311,99,64000,nalu_simple_func,nalui2,uniform,"(-3, 3)","(-5, -3)",105,mul,8.42847E-10,6.03142E-10,0,int
312,99,64000,nalu_simple_func,nalu__paperm,normal,"(-3, 3)","(3, 4)",101,div,1.14562E+03,7.26390E+05,4,int
313,99,64000,nalu_simple_func,nalu__paperm,uniform,"(-3, 3)","(-5, -3)",108,div,5.65338E+01,2.64443E+04,5,int
314,99,64000,nalu_simple_func,nalui1,normal,"(-3, 3)","(3, 4)",102,add,5.63923E-13,5.73145E-13,0,int
315,99,64000,nalu_simple_func,nalu__paperv,normal,"(-3, 3)","(3, 4)",106,add,1.88761E+01,2.97867E+01,1,int
316,99,64000,nalu_simple_func,nalu__paperm,uniform,"(-3, 3)","(-5, -3)",104,div,3.71928E+01,2.58054E+04,1,int
317,99,64000,nalu_simple_func,nalu__paperv,uniform,"(-3, 3)","(-5, -3)",106,add,1.89331E+02,5.61100E+08,9,int
318,99,64000,nalu_simple_func,nalui1,normal,"(-3, 3)","(3, 4)",101,div,6.43460E+03,4.79769E+04,9,int
319,99,64000,nalu_simple_func,nalui1,uniform,"(-3, 3)","(-5, -3)",105,add,6.78568E-13,1.50036E-12,0,int
